Suburb,Rooms,Type,Price,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea
Hampton East,3,h,990000,13.8,3,2,1,725,332,1950,Bayside City Council
Heathmont,2,h,730000,21.3,2,1,1,690,73,1950,Maroondah City Council
Heidelberg West,2,h,761000,8.8,2,1,0,589,95,1950,Banyule City Council
Hoppers Crossing,4,h,660000,18.4,4,2,2,690,171,1995,Wyndham City Council
Hoppers Crossing,3,h,615000,18.4,3,2,2,600,151,2000,Wyndham City Council
Hoppers Crossing,4,h,530000,18.4,4,2,2,562,144,1976,Wyndham City Council
Hoppers Crossing,4,h,580000,18.4,4,2,2,627,202,1996,Wyndham City Council
Hoppers Crossing,3,h,541000,18.4,3,1,2,568,108,1971,Wyndham City Council
Kealba,3,h,587000,14,3,1,1,583,108,1980,Brimbank City Council
Kurunjang,3,h,380000,31.7,3,1,2,600,121,1995,Melton City Council
Lalor,3,h,716500,16.3,3,1,5,688,100,1970,Whittlesea City Council
Malvern,4,h,3100000,5.9,4,3,1,557,192,1900,Stonnington City Council
Maribyrnong,3,h,1100000,4.3,3,1,1,490,108,1950,Maribyrnong City Council
Maribyrnong,3,h,1187000,4.3,3,2,2,598,102,1900,Maribyrnong City Council
Maribyrnong,5,h,970000,4.3,5,2,2,515,150,1960,Maribyrnong City Council
McKinnon,3,h,1720000,11.4,3,1,3,580,124,1930,Glen Eira City Council
Meadow Heights,3,h,512000,17.4,3,2,1,559,140,1980,Hume City Council
Mernda,3,h,636000,25.9,3,2,2,523,26,2011,Whittlesea City Council
Mernda,3,h,565000,25.9,3,1,1,606,120,1985,Whittlesea City Council
Mernda,4,h,802000,25.9,4,2,2,519,238,2014,Whittlesea City Council
Mill Park,3,h,592500,17.9,3,1,0,432,104,1994,Whittlesea City Council
Newport,3,h,1189000,6.2,3,1,2,372,157,1915,Hobsons Bay City Council
Notting Hill,3,h,1100000,16.7,3,1,3,730,737,1970,Monash City Council
Nunawading,3,h,735000,15.4,3,1,2,426,131,1970,Manningham City Council
Oakleigh,3,h,1315000,12.3,3,2,2,562,132,1940,Monash City Council
Oakleigh South,3,h,962500,15.5,3,1,2,534,130,1965,Kingston City Council
Ormond,4,h,1700000,11.4,4,2,3,522,145,1970,Glen Eira City Council
Parkdale,3,h,1055000,21.5,3,1,1,697,110,1980,Kingston City Council
Pascoe Vale,3,t,780000,8.5,3,3,2,797,154,2013,Moreland City Council
Pascoe Vale,3,h,891000,8.5,3,1,1,557,113,1950,Moreland City Council
Point Cook,4,h,515000,14.7,4,2,2,237,178,2005,Wyndham City Council
Preston,2,h,835000,8.4,2,1,4,501,99,1955,Darebin City Council
Preston,2,u,440000,8.4,2,1,1,706,65,1970,Darebin City Council
Reservoir,3,h,650000,12,3,1,1,491,0,1950,Darebin City Council
Reservoir,4,h,1000000,12,4,1,2,646,168,1950,Darebin City Council
Richmond,4,h,1907000,2.4,4,1,3,411,150,1922,Yarra City Council
Roxburgh Park,3,h,470000,20.6,3,2,2,328,0,2004,Hume City Council
Sandringham,4,h,1675000,15.2,4,3,2,675,291,2007,Bayside City Council
Sandringham,3,h,1300000,15.2,3,1,2,600,133,1950,Bayside City Council
Seddon,3,h,1010000,5.1,3,1,0,436,92,1910,Maribyrnong City Council
South Morang,3,h,650000,20.5,3,2,2,450,140,1995,Whittlesea City Council
South Morang,4,h,737500,20.5,4,2,2,676,178,2002,Whittlesea City Council
South Yarra,3,h,2180000,2.7,3,2,2,223,235,1999,Melbourne City Council
South Yarra,3,h,1750000,2.7,3,2,2,153,162,1996,Melbourne City Council
Spotswood,2,h,1225000,6.2,2,1,1,361,0,1910,Hobsons Bay City Council
Springvale,3,h,880000,20.8,3,1,2,554,94,1950,Greater Dandenong City Council
St Helena,4,h,870000,16.1,4,2,2,673,167,1985,Banyule City Council
Sunbury,3,h,520000,31.7,3,2,1,646,130,1995,Hume City Council
Sunbury,3,h,515000,31.7,3,1,2,689,133,1965,Hume City Council
Sunshine West,3,h,570000,10.5,3,2,1,255,108,2015,Brimbank City Council
Surrey Hills,4,h,2300000,10.2,4,2,4,751,188,1888,Boroondara City Council
Tarneit,4,h,585000,18.4,4,2,2,448,0,2010,Wyndham City Council
Templestowe,4,t,1550000,15.5,4,3,2,345,125,1950,Manningham City Council
Templestowe,3,h,1290000,15.5,3,2,2,960,200,1985,Manningham City Council
Templestowe Lower,4,h,1390000,12.4,4,3,6,709,286,1999,Manningham City Council
Templestowe Lower,3,h,1435000,12.4,3,1,2,738,114,1960,Manningham City Council
Tullamarine,3,h,610000,12.9,3,1,1,534,150,1980,Brimbank City Council
Tullamarine,3,h,805000,12.9,3,1,4,802,108,1960,Brimbank City Council
Wantirna,4,h,950000,14.7,4,2,2,752,187,1980,Knox City Council
Wantirna South,4,h,1036000,14.7,4,2,2,772,163,1980,Knox City Council
Watsonia,4,h,1000000,14.5,4,2,2,577,119,1960,Banyule City Council
Watsonia North,4,h,1405000,14.5,4,2,5,975,231,1980,Banyule City Council
Werribee,3,h,490000,14.7,3,2,0,530,144,1992,Wyndham City Council
Werribee,3,h,470000,14.7,3,2,2,568,146,1987,Wyndham City Council
Werribee,3,h,558000,14.7,3,1,2,693,114,1988,Wyndham City Council
West Footscray,3,h,870000,6.4,3,1,2,390,96,1940,Maribyrnong City Council
Westmeadows,3,h,570000,16.5,3,1,2,468,104,1980,Hume City Council
Wheelers Hill,5,h,1050000,16.7,5,2,3,708,152,1973,Monash City Council
Wollert,4,h,730000,25.5,4,2,2,547,228,2012,Whittlesea City Council
Wollert,4,h,643000,25.5,4,2,2,421,173,2013,Whittlesea City Council
Yarraville,3,h,920000,6.3,3,1,0,207,99,1920,Maribyrnong City Council
Airport West,4,h,965000,10.4,4,2,1,730,125,1950,Moonee Valley City Council
Airport West,6,h,870000,10.4,6,3,2,976,186,1980,Moonee Valley City Council
Airport West,3,h,845000,10.4,3,3,3,612,30,1970,Moonee Valley City Council
Altona Meadows,3,h,600000,15.5,3,1,2,482,131,1992,Hobsons Bay City Council
Ardeer,3,h,650000,12.8,3,1,3,604,108,1946,Brimbank City Council
Armadale,3,h,1800000,6.3,3,2,1,167,117,1910,Stonnington City Council
Ashburton,3,h,1870000,10.2,3,1,2,689,159,1940,Boroondara City Council
Ashburton,3,h,1620000,10.2,3,1,3,637,129,1947,Boroondara City Council
Attwood,4,h,840000,16.5,4,2,2,600,274,2011,Hume City Council
Attwood,4,h,714000,16.5,4,1,2,656,116,1982,Hume City Council
Avondale Heights,3,h,865000,9.5,3,1,2,590,118,1960,Moonee Valley City Council
Avondale Heights,3,h,801000,9.5,3,2,2,580,133,1950,Moonee Valley City Council
Avondale Heights,3,h,702500,9.5,3,1,1,201,124,2005,Moonee Valley City Council
Avondale Heights,4,h,900000,9.5,4,3,1,612,117,1970,Moonee Valley City Council
Balwyn,3,h,2400000,7.9,3,1,2,893,140,1948,Boroondara City Council
Balwyn,5,h,3320000,7.9,5,4,2,673,448,2013,Boroondara City Council
Balwyn North,4,h,2400000,9.7,4,2,2,716,357,2008,Boroondara City Council
Balwyn North,5,h,1683000,9.7,5,3,4,603,210,1955,Boroondara City Council
Balwyn North,2,h,1000000,9.7,2,1,2,244,109,1990,Boroondara City Council
Balwyn North,5,h,3225000,9.7,5,4,2,646,408,2016,Boroondara City Council
Balwyn North,5,h,1730000,9.7,5,2,4,643,248,1955,Boroondara City Council
Bentleigh,5,h,2478000,11.4,5,3,2,697,697,2016,Glen Eira City Council
Bentleigh East,4,h,1600000,13.8,4,1,4,700,200,1960,Glen Eira City Council
Blackburn,4,h,1940000,13.4,4,2,3,926,292,2006,Whitehorse City Council
Blackburn South,5,h,1955000,13.4,5,3,2,587,350,2012,Whitehorse City Council
Bonbeach,4,h,1501000,27,4,2,2,817,220,2003,Kingston City Council
Bonbeach,3,h,1031000,27,3,2,3,564,150,1950,Kingston City Council
Brighton,4,t,3820000,10.5,4,2,2,420,351,2010,Bayside City Council
Brighton,4,h,3850000,10.5,4,2,2,823,365,1937,Bayside City Council
Brighton,3,h,1850000,10.5,3,2,2,691,167,1930,Bayside City Council
Brighton,3,h,2100000,10.5,3,2,2,525,262,1935,Bayside City Council
Brighton East,5,h,2000000,10.3,5,2,2,604,239,1935,Bayside City Council
Brighton East,4,h,2220000,10.3,4,1,2,819,224,1935,Bayside City Council
Brunswick,5,h,2020000,5.2,5,3,1,382,192,1900,Moreland City Council
Brunswick West,3,h,1310000,5.2,3,2,1,408,155,1920,Moreland City Council
Bulleen,4,h,1830000,10.8,4,3,2,700,350,1998,Manningham City Council
Bundoora,3,h,770000,12.1,3,1,1,551,0,1970,Banyule City Council
Burnside,4,h,775100,14.8,4,2,2,564,246,2003,Melton City Council
Burnside Heights,4,h,860000,14.8,4,3,3,675,401,2006,Melton City Council
Burwood,10,h,2315000,10.4,10,9,2,612,466,2015,Monash City Council
Burwood East,4,h,1260000,14.7,4,2,2,582,149,1970,Whitehorse City Council
Camberwell,5,h,2540000,7.7,5,3,2,730,332,2009,Boroondara City Council
Campbellfield,4,h,666000,16.6,4,2,2,575,162,1960,Hume City Council
Carnegie,4,h,1700000,10.1,4,2,1,464,175,1930,Glen Eira City Council
Cheltenham,4,h,1475000,17.9,4,2,2,604,137,1955,Bayside City Council
Cheltenham,3,h,1250000,17.9,3,1,1,604,137,1955,Bayside City Council
Cheltenham,3,t,700000,17.9,3,2,2,171,122,2014,Bayside City Council
Clayton,3,h,800000,16.7,3,2,2,257,146,2000,Monash City Council
Clayton,3,h,1004000,16.7,3,1,1,852,117,1950,Monash City Council
Clifton Hill,4,h,3100000,3.6,4,2,2,293,246,1920,Yarra City Council
Coburg,4,h,1350000,6.7,4,2,1,404,172,1920,Darebin City Council
Coburg,4,h,1269000,6.7,4,1,1,422,150,1920,Darebin City Council
Coburg,3,h,1150000,6.7,3,1,2,459,126,1930,Darebin City Council
Coburg North,5,h,1190000,6.7,5,3,2,460,253,2013,Darebin City Council
Craigieburn,4,h,655000,20.6,4,2,2,448,219,2015,Hume City Council
Craigieburn,3,h,435000,20.6,3,1,1,313,97,2010,Hume City Council
Craigieburn,4,h,620000,20.6,4,2,2,399,183,2013,Hume City Council
Craigieburn,4,h,580000,20.6,4,2,2,350,168,2011,Hume City Council
Cranbourne,4,h,910500,34.7,4,2,3,4208,200,1993,Casey City Council
Croydon,3,h,660000,23,3,1,2,512,89,1960,Maroondah City Council
Croydon,4,h,1115000,23,4,2,2,1237,215,1970,Maroondah City Council
Croydon,4,h,1060000,23,4,2,2,864,236,2000,Maroondah City Council
Dallas,5,h,695000,14,5,3,3,591,281,2008,Hume City Council
Dallas,3,h,465000,14,3,1,2,542,104,1960,Hume City Council
Dandenong North,5,h,775000,24.7,5,3,2,736,170,1975,Greater Dandenong City Council
Dandenong North,3,h,651800,24.7,3,2,2,570,132,1980,Greater Dandenong City Council
Deer Park,3,h,765000,14.8,3,1,2,691,101,1960,Brimbank City Council
Dingley Village,5,h,1526000,22.2,5,3,2,544,292,2016,Kingston City Council
Doncaster East,3,h,1155000,14.3,3,1,1,656,108,1968,Manningham City Council
Doncaster East,4,h,1105000,14.3,4,2,1,655,158,1970,Manningham City Council
Doncaster East,4,h,1450000,14.3,4,2,2,872,258,1984,Manningham City Council
Epping,3,u,625000,19.6,3,1,1,592,123,1970,Whittlesea City Council
Epping,4,h,656000,19.6,4,1,2,570,143,1980,Whittlesea City Council
Epping,3,h,470000,19.6,3,1,1,306,100,2004,Whittlesea City Council
Essendon,4,h,1507000,7.5,4,2,2,558,147,1925,Moonee Valley City Council
Essendon North,2,h,750000,8.2,2,1,2,304,97,1950,Moonee Valley City Council
Fairfield,4,h,1900000,5.7,4,2,1,474,230,1920,Darebin City Council
Fawkner,4,h,850000,13.1,4,3,3,367,217,2012,Hume City Council
Flemington,3,h,1161000,3.4,3,1,1,223,150,1910,Melbourne City Council
Frankston,4,h,600000,38,4,1,1,650,156,1980,Frankston City Council
Frankston,3,h,800000,38,3,1,2,904,140,1960,Frankston City Council
Frankston,4,h,670000,38,4,2,2,692,181,1977,Frankston City Council
Frankston,3,h,625000,38,3,1,1,538,108,1980,Frankston City Council
Gladstone Park,4,h,760000,12.9,4,3,2,578,208,1980,Hume City Council
Gladstone Park,3,h,665000,12.9,3,1,2,550,136,1960,Hume City Council
Glen Iris,4,h,2320000,7.3,4,2,2,672,216,1928,Boroondara City Council
Glen Waverley,4,h,1300000,16.7,4,2,0,712,163,1960,Monash City Council
Glen Waverley,4,h,1500000,16.7,4,1,1,708,160,1955,Monash City Council
Glenroy,3,h,780000,11.2,3,1,4,695,100,1950,Moreland City Council
Gowanbrae,1,h,290000,12.9,1,1,0,225,155,2017,Moreland City Council
Gowanbrae,4,h,790000,12.9,4,2,2,653,181,2002,Moreland City Council
Greensborough,4,h,708000,16.1,4,2,1,584,220,1980,Banyule City Council
Greensborough,3,h,985000,16.1,3,2,2,754,140,1980,Banyule City Council
Greenvale,4,h,700000,20.4,4,2,2,655,223,2009,Hume City Council
Greenvale,6,h,1400000,20.4,6,2,2,4591,298,1990,Hume City Council
Hadfield,5,h,1077500,11.2,5,3,2,604,245,1950,Moreland City Council
Hadfield,2,h,665000,11.2,2,2,2,286,116,2012,Moreland City Council
Hampton,4,h,2025000,13.8,4,2,2,662,180,1920,Bayside City Council
Hawthorn,1,u,502000,5.3,3,2,2,233,144,1995,Boroondara City Council
Hawthorn,4,h,2750000,5.3,4,2,1,695,218,1910,Boroondara City Council
Hawthorn East,3,h,1500000,6.2,3,2,2,240,159,1996,Boroondara City Council
Hawthorn East,3,h,1350000,6.2,3,1,2,297,94,1930,Boroondara City Council
Heathmont,4,h,900000,21.3,4,2,2,731,186,1950,Maroondah City Council
Heidelberg Heights,2,h,602000,8.8,2,1,1,224,91,2000,Banyule City Council
Highett,2,h,900000,16,2,1,1,723,92,1950,Bayside City Council
Highett,5,h,1776000,16,5,3,2,501,312,2015,Bayside City Council
Highett,3,h,1100000,16,3,2,1,635,109,1950,Bayside City Council
Hillside,4,h,681000,18,4,2,2,666,191,1997,Brimbank City Council
Hillside,4,h,682100,18,4,2,4,735,159,1995,Brimbank City Council
Hoppers Crossing,3,h,500000,18.4,3,1,3,650,118,1980,Wyndham City Council
Hoppers Crossing,3,h,525000,18.4,3,2,2,591,119,1972,Wyndham City Council
Hoppers Crossing,3,h,515000,18.4,3,1,2,688,127,1990,Wyndham City Council
Jacana,4,h,616000,14,4,3,2,543,124,1960,Hume City Council
Keilor,4,h,1210000,14.5,4,3,2,1101,296,1985,Brimbank City Council
Keilor Downs,4,h,900000,15.5,5,3,5,821,249,1998,Brimbank City Council
Kew,3,h,1752000,5.4,3,1,1,339,142,1890,Boroondara City Council
Kew East,5,h,2375000,7.3,5,3,2,570,325,2013,Boroondara City Council
Kingsville,3,h,1180000,6.4,3,2,0,277,137,1910,Maribyrnong City Council
Kingsville,3,h,1170000,6.4,3,2,1,275,110,1910,Maribyrnong City Council
Malvern East,4,h,2090000,8.4,4,3,2,569,240,1920,Stonnington City Council
Malvern East,5,h,6125000,8.4,5,3,2,1384,340,1982,Stonnington City Council
Maribyrnong,4,h,1765000,4.3,4,3,3,669,223,1910,Maribyrnong City Council
Melton South,3,h,413000,29.8,3,1,1,587,94,1980,Melton City Council
Mernda,4,h,609000,25.9,4,2,2,448,167,2011,Whittlesea City Council
Mernda,4,h,622000,25.9,4,2,2,460,170,2011,Whittlesea City Council
Mill Park,3,h,744000,17.9,3,2,2,667,153,1994,Whittlesea City Council
Mill Park,5,h,800000,17.9,5,2,1,652,210,1985,Whittlesea City Council
Mill Park,4,h,688000,17.9,4,2,2,659,185,1978,Whittlesea City Council
Mill Park,3,h,755000,17.9,3,2,2,625,164,1990,Whittlesea City Council
Mill Park,4,h,705000,17.9,4,2,2,565,172,1980,Whittlesea City Council
Mill Park,4,h,654000,17.9,4,1,1,306,149,1990,Whittlesea City Council
Mitcham,3,h,1050000,17.2,3,1,1,662,149,1970,Whitehorse City Council
Mitcham,5,h,1230000,17.2,5,3,2,676,320,1972,Whitehorse City Council
Montmorency,4,h,1375000,16.2,4,2,2,954,210,1996,Banyule City Council
Moonee Ponds,3,h,1635000,6.2,3,2,2,431,165,1900,Moonee Valley City Council
Moorabbin,3,h,1050000,14.3,3,1,2,652,128,1960,Kingston City Council
Mooroolbark,3,h,870000,26.5,3,1,2,853,135,1980,Yarra Ranges Shire Council
Mordialloc,4,h,1350000,21.5,4,3,2,807,188,1980,Kingston City Council
Murrumbeena,3,h,1720000,10.1,3,1,2,733,175,1950,Glen Eira City Council
Newport,3,h,960000,6.2,3,1,2,282,118,1900,Hobsons Bay City Council
Noble Park,3,h,790000,22.7,3,1,1,687,151,1965,Greater Dandenong City Council
North Warrandyte,2,h,698000,21.1,2,1,2,1383,88,1950,Nillumbik Shire Council
Northcote,3,h,1050000,5.3,3,2,1,137,117,1900,Darebin City Council
Northcote,4,h,2250000,5.3,4,3,2,375,287,2017,Darebin City Council
Northcote,4,h,2295000,5.3,4,2,2,580,240,2007,Darebin City Council
Nunawading,3,h,1200000,15.4,3,2,2,662,173,1980,Manningham City Council
Oakleigh South,4,h,986000,15.5,4,2,1,541,155,1995,Kingston City Council
Pakenham,5,h,490000,47.3,5,2,2,756,214,2006,Cardinia Shire Council
Parkdale,4,h,1875000,21.5,4,2,1,598,210,2016,Kingston City Council
Parkdale,3,h,1400000,21.5,3,1,2,588,101,1960,Kingston City Council
Point Cook,4,h,725000,14.7,4,2,2,594,194,2003,Wyndham City Council
Port Melbourne,3,h,2200000,3.5,3,2,2,300,182,2000,Melbourne City Council
Prahran,3,h,1960000,4.6,3,1,1,309,121,1900,Stonnington City Council
Preston,3,h,833000,8.4,3,1,1,501,0,1960,Darebin City Council
Preston,4,h,1040000,8.4,4,2,2,511,129,1930,Darebin City Council
Preston,2,h,960000,8.4,2,1,2,440,107,1940,Darebin City Council
Princes Hill,2,h,1600000,3.5,2,1,0,193,112,1890,Yarra City Council
Rosanna,3,h,1050000,8.9,3,1,3,696,140,1960,Banyule City Council
Roxburgh Park,3,h,522500,20.6,3,2,2,409,138,1999,Hume City Council
Roxburgh Park,4,h,477000,20.6,4,2,0,475,142,1995,Hume City Council
South Morang,3,h,611000,20.5,3,1,2,551,125,1987,Whittlesea City Council
South Morang,3,h,433500,20.5,3,2,2,146,138,2014,Whittlesea City Council
South Yarra,2,h,1350000,2.7,2,1,2,127,128,2000,Melbourne City Council
South Yarra,3,h,2400000,2.7,3,2,0,343,153,1900,Melbourne City Council
Springvale,3,h,930000,20.8,3,2,2,750,124,1970,Greater Dandenong City Council
St Albans,3,h,600000,14,3,1,0,585,103,1955,Brimbank City Council
St Albans,3,h,785000,14,3,1,2,583,130,1960,Brimbank City Council
Strathmore,4,h,1370000,8.2,4,2,2,439,295,2003,Moonee Valley City Council
Strathmore,4,h,1610000,8.2,4,3,2,873,160,1980,Moonee Valley City Council
Sunbury,3,h,566000,31.7,3,2,3,744,185,2010,Hume City Council
Sunbury,4,h,650000,31.7,4,2,2,944,193,2000,Hume City Council
Sunbury,3,h,530000,31.7,3,2,1,705,212,1986,Hume City Council
Sunshine,4,h,1050000,10.5,4,2,3,446,162,1940,Brimbank City Council
Surrey Hills,5,h,2325000,10.2,5,3,4,923,317,1977,Boroondara City Council
Surrey Hills,5,h,2900000,10.2,4,3,4,873,233,1940,Boroondara City Council
Surrey Hills,4,h,2100000,10.2,4,3,7,596,260,1963,Boroondara City Council
Taylors Hill,3,h,610000,18,3,2,2,408,136,2009,Melton City Council
Taylors Hill,4,h,692000,18,4,2,4,594,173,2002,Melton City Council
Templestowe,4,h,1700000,15.5,4,2,2,646,255,1980,Manningham City Council
Templestowe Lower,4,h,1301000,12.4,4,3,2,724,250,1980,Manningham City Council
Templestowe Lower,3,h,1050000,12.4,3,2,2,653,121,1970,Manningham City Council
Templestowe Lower,6,h,1710000,12.4,6,3,2,698,276,1980,Manningham City Council
Thornbury,2,h,1170000,7,2,1,3,667,100,1955,Darebin City Council
Vermont,4,h,1133000,17.2,4,1,4,880,142,1980,Maroondah City Council
Wallan,3,h,484000,44.2,3,1,4,991,114,1985,Mitchell Shire Council
Werribee,3,h,480000,14.7,3,1,1,703,103,1979,Wyndham City Council
West Footscray,3,h,881000,6.4,3,1,3,336,95,1950,Maribyrnong City Council
West Melbourne,4,h,1230000,3.1,4,1,1,133,124,1880,Melbourne City Council
Westmeadows,3,t,490000,16.5,3,2,2,228,135,2017,Hume City Council
Williams Landing,4,h,615000,17.6,4,2,2,461,193,2008,Wyndham City Council
Williamstown,3,h,1260000,6.8,3,2,2,260,164,1994,Hobsons Bay City Council
Wollert,4,h,600000,25.5,4,2,2,419,153,2013,Whittlesea City Council
Yarraville,3,h,985000,6.3,3,1,1,462,118,1960,Maribyrnong City Council
Yarraville,3,h,861000,6.3,3,1,2,449,93,1950,Maribyrnong City Council
Caroline Springs,3,h,560000,14.8,3,2,2,355,154,2003,Melton City Council
Keysborough,3,h,771000,25.2,3,1,1,539,126,1969,Greater Dandenong City Council
Maidstone,2,h,611500,6.4,2,1,1,300,108,1950,Maribyrnong City Council
Noble Park,3,h,627500,22.7,3,1,6,569,130,1959,Greater Dandenong City Council
Westmeadows,4,h,791000,16.5,4,2,6,813,140,1960,Hume City Council
Bayswater,3,h,750000,23.2,3,1,2,721,99,1965,Knox City Council
Berwick,4,h,815000,35.2,4,2,2,843,186,1994,Casey City Council
Chelsea Heights,2,u,580000,27,2,1,1,241,95,1998,Kingston City Council
Clayton South,3,h,1000000,17.5,3,1,2,706,124,1960,Kingston City Council
Clayton South,3,h,750000,17.5,3,1,1,600,96,1960,Kingston City Council
Craigieburn,3,h,595000,20.6,3,2,2,546,153,2009,Hume City Council
Craigieburn,4,h,540000,20.6,4,2,1,541,0,1995,Hume City Council
Croydon South,3,h,952000,23,3,2,2,630,199,2010,Maroondah City Council
Doncaster,5,h,1350000,12.4,5,2,3,770,230,1980,Manningham City Council
Frankston,5,h,655888,38,5,3,4,564,250,1983,Frankston City Council
Greenvale,5,h,735000,20.4,5,3,2,743,283,2005,Hume City Council
Melton South,3,h,413000,29.8,3,1,6,731,101,1970,Melton City Council
Melton South,3,h,431500,29.8,3,1,4,738,86,1990,Melton City Council
Melton South,3,h,720000,29.8,3,1,3,1010,96,1980,Melton City Council
Moonee Ponds,3,h,1400000,6.2,3,1,1,388,157,1930,Moonee Valley City Council
Moonee Ponds,3,h,1275000,6.2,3,1,2,242,111,1910,Moonee Valley City Council
Mordialloc,3,h,850000,21.5,3,2,2,591,130,1980,Kingston City Council
Mount Waverley,1,h,1820000,14.2,1,1,1,919,158,2017,Monash City Council
Northcote,3,h,1085000,5.3,3,1,1,452,97,1980,Darebin City Council
Parkville,3,h,2675000,1.8,3,2,1,183,168,1890,Melbourne City Council
Point Cook,4,h,635000,14.7,4,2,2,636,210,2002,Wyndham City Council
Rowville,4,h,900000,23.5,4,2,2,612,236,2002,Knox City Council
Truganina,4,h,603000,18.4,4,2,2,400,170,2016,Melton City Council
Wallan,3,h,411000,44.2,3,1,2,679,136,1985,Mitchell Shire Council
Warrandyte,5,h,1162000,21.1,5,3,2,1070,300,1985,Manningham City Council
Wyndham Vale,3,h,496000,27.2,3,2,2,529,135,1995,Wyndham City Council
Aberfeldie,3,t,1150000,7.5,3,2,1,224,193,2013,Moonee Valley City Council
Albanvale,4,h,560000,14,4,1,2,546,149,1978,Brimbank City Council
Albert Park,6,h,3000000,3,6,3,2,156,291,2011,Port Phillip City Council
Altona North,3,h,840000,9.4,3,1,3,535,534,1970,Hobsons Bay City Council
Ascot Vale,2,h,1365000,4.3,2,2,2,320,117,1950,Moonee Valley City Council
Avondale Heights,3,h,1100000,9.5,3,2,2,668,153,1980,Moonee Valley City Council
Avondale Heights,3,h,790000,9.5,3,2,2,537,140,1970,Moonee Valley City Council
Balwyn North,4,h,3200000,9.7,4,2,7,710,594,2016,Boroondara City Council
Beaumaris,4,h,1957500,17.3,4,2,2,789,180,1980,Bayside City Council
Beaumaris,6,h,2700000,17.3,6,3,2,720,413,2008,Bayside City Council
Beaumaris,6,h,1776000,17.3,6,4,2,695,241,1980,Bayside City Council
Bentleigh East,3,t,886000,13.8,3,1,1,370,108,1950,Glen Eira City Council
Bentleigh East,3,h,1160000,13.8,3,1,1,460,116,1955,Glen Eira City Council
Blackburn,4,h,1790000,13.4,4,2,3,989,156,1950,Whitehorse City Council
Bonbeach,4,h,1120000,27,4,2,2,681,198,1965,Kingston City Council
Box Hill,4,h,1875000,10.9,4,2,2,715,227,1930,Whitehorse City Council
Brighton,5,h,4400000,10.5,5,4,2,710,429,2015,Bayside City Council
Broadmeadows,4,h,605000,14,4,1,2,601,150,1960,Hume City Council
Brunswick East,2,h,907000,4,2,1,0,132,66,1910,Moreland City Council
Brunswick West,3,h,1085000,5.2,3,2,2,506,146,1960,Moreland City Council
Bundoora,4,h,1755000,12.1,4,3,2,564,373,2012,Banyule City Council
Burnside,4,h,665000,14.8,4,2,2,507,181,1999,Melton City Council
Burnside,3,h,620000,14.8,3,2,2,609,123,2000,Melton City Council
Burnside Heights,4,h,575000,14.8,4,2,2,368,165,2007,Melton City Council
Carlton North,3,h,1650000,3.5,3,1,1,195,123,1890,Melbourne City Council
Carrum,3,h,712500,31.2,3,1,2,324,100,1955,Kingston City Council
Chelsea Heights,4,h,872500,27,4,2,2,676,173,1940,Kingston City Council
Clarinda,3,h,862000,17.5,3,1,2,7514,120,1975,Kingston City Council
Coburg,3,h,1270000,6.7,3,2,2,566,151,1920,Darebin City Council
Craigieburn,4,h,530000,20.6,4,2,2,349,171,2017,Hume City Council
Craigieburn,3,h,570000,20.6,3,1,2,690,107,1975,Hume City Council
Croydon North,3,h,887000,23,3,2,2,1044,142,1985,Maroondah City Council
Dallas,3,h,480888,14,3,1,3,569,108,1965,Hume City Council
Dandenong,4,h,760000,24.7,4,2,2,571,192,2014,Greater Dandenong City Council
Dandenong North,3,h,792000,24.7,3,2,2,769,185,1970,Greater Dandenong City Council
Delahey,3,h,600000,18,3,2,2,503,125,1995,Brimbank City Council
Diggers Rest,4,h,501000,27.7,4,2,2,780,170,1985,Hume City Council
Doncaster,5,h,1500000,12.4,5,3,3,930,135,1965,Manningham City Council
Doncaster,4,h,2900000,12.4,4,2,2,863,358,1980,Manningham City Council
Doncaster East,4,h,1268000,14.3,4,2,2,651,154,1970,Manningham City Council
Doncaster East,4,h,1128000,14.3,4,2,2,381,180,1990,Manningham City Council
Donvale,4,h,1280000,16.1,4,2,2,507,238,1985,Manningham City Council
Doreen,3,h,578000,25.9,3,2,2,567,147,2012,Nillumbik Shire Council
Eltham,3,h,916500,18,3,2,1,888,177,1960,Banyule City Council
Ferntree Gully,4,h,840000,24.8,4,3,2,737,208,1950,Knox City Council
Fitzroy,5,h,2790000,2.1,5,2,2,304,184,1881,Yarra City Council
Forest Hill,4,h,1120000,15.4,4,2,0,690,139,1970,Whitehorse City Council
Glen Waverley,5,h,1950000,16.7,5,4,2,480,334,1999,Monash City Council
Glen Waverley,3,h,1100000,16.7,3,2,2,651,138,1965,Monash City Council
Hampton East,4,h,1467000,13.8,4,2,2,650,164,1950,Bayside City Council
Hoppers Crossing,4,h,551500,18.4,4,2,4,421,151,1996,Wyndham City Council
Hoppers Crossing,3,h,585000,18.4,3,3,3,466,127,1998,Wyndham City Council
Hughesdale,3,h,1407000,12.3,3,3,4,672,156,1920,Monash City Council
Ivanhoe,3,h,1465000,7.8,3,2,2,331,240,2005,Banyule City Council
Ivanhoe,4,h,1865000,7.8,4,2,1,389,235,2000,Banyule City Council
Keilor East,4,h,810000,11.7,4,2,2,534,223,1970,Brimbank City Council
Keilor East,3,h,965000,11.7,3,2,2,404,175,2009,Brimbank City Council
